coding,jobid
0,18019060
0,18740965
192:0:0:0:0:0:500:502:0:0:0:8:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32,17980919
0,17838491
0,18725523
0:0:0:278:438:374:319:272:272:272:272:272:272:272,18314434
239:235,18256077
0,18165000
128:128,18052304
0,18287246
336,18595256
0:0:0:0:0:0:0:0:0:0:0:135:311:0:0,17843107
511:511:374:511:174:166:6:0:0:0:0:0:0:0:0,18413079
256:263:503:503:439:511:46:0:0:0:0,18864281
0:0:0:0:0:0:0:0:0:0:0:388:174:0:128,18147864
0,18739970
0,18256153
0,18412787
0,18366252
0,18421241
0,18771200
511,18255369
0,18266747
0,18689560
128,18833812
0,18854906
0:0:0:0:0:0,17811790
0:0:0:0:0:0:0,17826979
0,18690046
0,18701223
0,17957169
23:511:511,18601657
0,18602277
160:160:160:160:160:160:423,18064349
161,18038079
0,18209545
400:400:400:400:400:400,17917309
502,18293486
8:128,17880629
0,18177467
272:272:272:272:272:278:286:272:272:272:272:272:272:272:272:272:272,18803161
503,17882757
0,18263309
0:0,18678745
468:167:160,18580338
0:0:0:0:0:0:0:0:0:0:0:388:238:0:0:0:0:0,18186398
0,18137416
46,18595228
502,18563818
128:128:438:503:503:503:407:471:401,18196313
0,18858141
0,18311975
128,18688740
8,17954429
129,18107336
0,17862660
0:0,18659483
511:511:511,18423704
0,17945992
128,18103988
32,18321281
0,18156864
272:0,17606809
390:384:384:384:38:0:8:0:0:0:0:0:0:0:0:0:0,18260618
6:496:0,18574200
40,18585872
273,18019534
128,18219194
46,18894677
129,17903884
0,18221809
0,18488723
0,18214575
128:128:128:128:128:496:230:128:128:128:128:128:128:128:128:128:128:128:128:128:130:128:128:128:128:128:128:128,18796371
0,18818666
8:0:32:0:0:32:2:2:2:2:2:0,18547516
0,18446997
6:368:336:336,18571059
0,18373111
511,18391540
272,18771566
0,18509574
432:432:432:432:432:436:38:0:0:0:0:0:0:0,18257182
6:0:0:0:0:0,18404694
272:272:272:272:272:287:6,18673021
0,18600620
46,18416496
0,18487044
8:46:45:143:0,18883478
0:0:0:0:0:0:8,17830952
0,18879366
185,17870007
0,18042640
0:1,18080053
96:40:0,18314717
0,18199213
0,17910001
62:134:166,18412668
6:4:447:400,18797767
272,18400921
0:0:0:159:374:372:502:4:276:468:4:4:4:4:4:5,18489731
0,18411216
0:0:0:0,18326392
272,18151875
134:32,18263782
496,18030287
272:272:272:272:272,18406266
7:1:1:1,18598704
0:0:0,18728130
256:96:96:260:96:324:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18604676
260:238:0:510:0:388:174:0:0:0:0:0:0:0:0:0:0,18286234
0,17927350
64,18741733
239:160,18671053
0:0:40,18553904
0:0:0:0:0:1:129:47,17920101
0,18004251
0,17885171
511,18125286
192:192:192,18550596
0:0:0:279:407:471:471:407:471,17903514
0,18001923
295:257:257:269,18138855
0,18654398
0:0,18831424
166:160,18845782
32,18604397
1,17847660
0:0:0:0:0:0:0,17880605
0,18056303
0,18101485
2:110:0,18529673
0:0:0:0:0:0:375:128:128:128:128:128:128:128:128:128:128:128:128:128:128:160:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,18306398
0,18338513
1:39:1:1,18017246
0:0:0:0:0:0:0:0:0:0:0:32:358:96:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0,18178995
0:0:0,18294727
400,18342599
324:374:336:336:64:0:127:304:272:272:272:272:272:272:272,18600372
278:272:272:272:272,18352188
135:135:135:135,18107524
128:128:128:128:128:390:175:128:128,18717272
44,18063888
0,18526608
44,17973691
272:272,18501483
0,18156112
102:70:382:64,18476610
2,18528137
0,18106788
4,18389176
174,18713919
228:160:160:160:160:160:160:160,18337817
511:324:128,18440239
0,18856700
256:256:262:256,18815984
62:278:272:503,17964277
262:0,18329090
272:0,18396584
0,18582469
0:0,17829136
391:129,17841143
160,18512590
400,18026493
0:0,18038252
407:447:400:400,18084000
400:400:400:400:400:420:406:400,18725974
0,18684229
0,18391166
0,18706289
511:128:134:128:0:128:128:128:128:128:128:134:6:0:0:0:0:0:0,18238948
0:0:0:6:102:324:175:128:128,18714213
0,18140385
0,17837049
0,17866248
0,18050543
128:128:128:128:128:390:175:128:128,18719194
436,18564898
0,17885654
0,17884182
128:166:128,18260020
0:0:0:0:0:2:0:0:0:0:0:2:6:0:0:0:0:0:2:2:0:0:0:0:2:2:0:0:0,18099164
0:0:0:0,17840450
0:0:0,18862138
400:400:400:400:400:420:406,18623377
0,18042317
0,18814940
496,18874560
0,18706620
406:400:400:390,18809938
231,18544823
0,18241661
496,17857693
432,17989087
511,17971374
191:446:432:432:432,18342659
0:0:0:0,17854105
441,17970573
128:128:128:134:128:128:128:128:128,17959710
0:0:0,17865699
40:0:0,18285349
0,18502465
310,18084957
0:0:0,18617806
447:511:511,18671998
0,17988380
0:142:0:0,18239322
0,18344000
511,17885069
128,18023089
0,18631343
0,18261467
273:401:401:401:401:401:401:401:407,18228810
406:6:0:6:0:0:39:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18430998
1:14:0,18399263
0:0:0,18076626
80,18232931
0:0,18746158
0:0:0:0:0:0:0:0:0:0:0:6:358:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0,18123326
272,18831896
116:38:96:511:0,18063930
511,18254143
0,18556196
0,17893138
471:503,17841262
0:0:0,18021006
0,18091629
0,18525475
32,17827874
0:0,17958216
272:96:4:6:278:6:0,18136703
304,18190070
272:272,18572677
368:368:368:368:368:368:374:368:368:368,18273444
0,18060101
0,18355798
0,18370965
162,17833669
0,18696859
511,18351910
167:167:505:497:423:431,18596201
257,18383727
0,17871437
255:239:0:32:239:7:7:0,18671860
0,18742519
224:224:64:64:64,17909318
0,18071873
0:40,18273098
0,17954212
255,18419731
0,18880544
0,17945494
0,18852311
12:502:400:400,17883809
272,18505299
0,18341435
408,18799052
0,18555623
0:0:255:24,18771457
0,17893694
471:407:471:471:407:407:407:503:401,18418517
1,18629790
6:0,18793959
1:6:0:502:262:262:262:262,17903762
0:0,18344532
0,18449357
0,18605969
128:128:128:415:128:128:128:128:128,18192488
44,18047519
0,18890451
128:128:128:511:128:128:128:128:128,18194361
0,18734855
324:4:0:102:324:383:272:272:272:272:272:273,18513806
32,17818803
0:0,18761395
0,18383119
0,18478343
0,17831218
6:0,17994193
0,17922254
0,18796827
279:102,18667058
0,18125038
0,18898573
129,17983000
0,18667005
32,18798991
0,17826309
110,18047564
511,18867567
294:318:6:310:294:38:318:310:302:310:294:319:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18082833
1,18369615
6:272,18464362
0:0:0:0,18370710
0:0:502,18871028
272,18847427
128,18797622
0,18860811
0,18236326
46:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18044391
0,18490591
502,18398647
34:8:2,18547859
164,18256888
0,18315704
0,18263492
256:256:256:256:256:256:256:256,17985821
368,18352535
0,18290217
128:128:128:128:128:390:175:128:128,18803628
6:2:2:2,18519839
0,18489405
0,18702445
0,18101308
6:6:6:278:278:384:384:384,17827914
8:0:0:0:0:0:3,18522582
0,17885990
8:0:0:0:0,18579796
373:368,18039079
0,17813541
4:257:257:257:271,17948082
401,18207328
128:128:128:128:96:0:128:128,18046831
0,17836144
32:32,18422228
32,18373811
0,18130953
0,18081805
0:32:0:511:272,18045779
511:239:6:0:0,18670652
0:0:14:0,18833709
40,18306575
511:132:134:166:0,18508454
502:471,18522806
0,18792234
0:110:0,18784169
255:191:257,18667128
0:0:14:0,18782369
502,17606377
400,18012681
511:447:511:510,18590219
0,17866531
0,17852643
0,18683052
0,18341019
0:0:0:0,18740730
0:8:0:0,17920365
0,18013790
64:502:368,18299148
0,18402546
0:0:174:0,18248087
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:256,18594741
502,18293469
0,18370806
318:294:14:8,17910306
0:0:0:0:0,18401503
7:13:68:183,17880553
0,18848161
164:433:439:401:401,17903632
272,17970452
6:0:0:368:336:0:135:129:129:129:129:129:129:129,18714040
16,18768011
236:4:500,18307834
438,18257320
32:32:32,18021121
0,18249000
0,17885963
374:400:400:400,18639124
192:192:192:192:192:454:230:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192,18399121
511,18544203
400:400,18407161
0,18212052
0:0:0:0:0:0:0:0:0:0:0:0:0,18432111
96:324:38:1,18575440
0,18411627
400:400:400:400:400:420:406,18507835
511:404,18605089
0,18574591
0,18133203
439:406,18801193
272:272:287:262:511,18816208
136:128:166,18722500
0:0:0:0,17872197
0:0,17808484
2:2:2,18546107
40:0,18402516
0,18871460
0,18897979
0,18696205
0:0,17962618
0:6:0,17977779
0:160:160:160:160:160:166:164:160:164:164:164:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18117331
0,17879912
0:0:0:0:0:0,17880430
0,18388233
0:0,18125565
164,18895972
0:0:174:0,18250024
0,17997426
0:0,18145273
2,18529089
0,18000938
0,18078621
6:0:1:0,18382586
129:129:129:1:1:7:0,17980123
511,18188981
511:447,18358543
256:256:256:256,18053995
36:38,18314974
286:280:272,18378915
257,18026519
128:128,18727909
0,18837413
6:0,18065925
164,18839728
0,17869314
0,17964436
511,17996186
0,18771234
8:0:0:0,18781777
368:368,18546729
0:0:40,18124124
0,18304262
294,18886186
0,17936344
0,18260514
0:108:0,18641650
0:0:0,18444069
511:503:511,18786688
400,18419718
0,17819046
0,18761642
136:8:128,18291497
128:0:128:0:0,18060949
0,18196135
0,18125577
128,18833247
0:0:0:0:0,18017882
0:0,18813751
8,18257578
0:0:0:0:0:0:0,17930740
45:1:0:1,18373858
135:161:135,18469382
0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18845601
269:255:289,18303379
256:256:256:256:257,18448012
0,18045342
1,18100175
0:0:14:0,18737165
0,18051910
401,18164298
255:511:7:47:96:388:310:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:256:0:0:256:256:256:256,18371312
0:0:0:4:0:0,17811111
0,18412624
0,18015782
1:1:1:1,18008384
0,17604379
0:0:511,17914818
511,17853349
143:6:142:134,18468838
0:0:0,18456345
0,18499326
446:446:400,18758452
1,18803633
0,18661536
104:374:38:14,18809006
134:128,18172829
0,18249084
8,17879767
160,18439660
0,18073631
160,18842784
0,18256803
2:2:14:0:32:102:2:2:2:2:2:2:2:2:2:2:2:2:2:2:2:0:2:0,18523155
0,18288302
0:110:0:510:64,18501902
391:384:384,17864123
161,18120417
0,17835791
0,18527705
0,18645450
272:272,18155433
0,18870334
0,18204550
406:406,18072414
40,17885174
1:1:255:1:1,18836085
0,18583270
511:511:0:0:0:0:14,17962302
0,17854564
0,18013507
0,18198688
0:0:0:0:0:0:0:0,18114619
374:336:0,18708043
0,18656301
416,18800791
142:166:166:166:166:422:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18835517
0:0:0:38,18728143
0,18624355
0,18419863
0,18226809
0,18613602
504:368,18001494
0:0,18330795
318,18214866
503:439:503:407:96:388:38:32:0:0:0:128:160:0:0:0:0:160:160:0:0:0:0:160:0:0:0:0:160:160:0:0:0:0:160:160,18305114
0:0:14:0:0:0:127:0:0:304:400:400:400:400,18679663
0,17604795
0,18444135
511,17963099
0,18795048
0,18186759
0:0,18868232
0:0:0:0:0:0:0:0:0:0:0:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,17601052
0,17977791
129:128:128:128:129:129:129:129:129:128:129:129:135:129,18124659
0,17934613
276,18826970
167,17809685
128,18835157
0:236:64,18320924
0:0,18753435
0:0:0:0:0:0:164:160:160:160:160:160:160:160:160,18297464
0,18417557
368:336:0:46:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18606902
0,18556673
0:4:6,18757247
0,18381565
350:510:380:510:102:502:166:128:128:128:128:128:128:128:128:128:128:128,18756969
0,18116246
0,17896066
0:0:0:0:0,18209472
2:2,18528298
164,18204669
0,18226834
318:0:1:0,18011684
32,18881789
8,17999817
496,17892993
272,18421890
0,18797238
256,17923387
160:160:160:0:160:432:502:0:160:160:160:0:160:0,18870211
2,18755278
0,17985497
128,17865683
0,18022898
496,17929708
0,18449830
0,18259194
0,18215461
0,18467458
0:0:0:278:0:0:502:0:0:0:0:0:128:128:0:0:0:128:128:128:128:128:128:128:128:128:128:128:128,18507213
6:7:33:7:1,18297289
4,18081517
272,18017446
160:502:160:160:160,18557175
0,18151977
511,18310377
0,18863589
511,18868384
0:0:0:0:0:0:0:38:0,18212542
0,18768540
401,18239451
415:391:431:493:385:503:446:0:0:0,18864302
255:255:255,18679553
0,18863416
0,18241101
0:0,18430632
0:0,18619418
0,18526251
0:134:134:4:6:134:4:2:142:4:0:318:96:0:0:0:0:0:0,17609814
0,18490533
0,18616290
0:0:0:0:0:7:255:0:0:0:0:0:0,18848220
511:6:10,18520796
23:1:1,18598013
0,18091803
0,17941940
0:0,18567975
256:256:256:256:256:6:311:256:256:0:256:256:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:0:0:256:256:256:256:256:256:256,18783476
0,18333035
0,18467435
0:0:0:0,17892944
112,18340399
0,18686985
352:352:352:352:368:352:7:1,18535294
0,17910670
0,17993015
272:272:502:400:400,18224138
0,18796243
163,18545423
131,18264874
40:0:0,18506087
438:511,18533723
6:0:0:0:0:0,17965724
32,18584379
135:131:131,18822273
511,18181344
0,18469373
128,18165798
0:32:0:0:0:0:0:32:32:0,17803717
0:0,18191280
0,17879913
160,18633956
0:388:6:0,18485806
32,18649413
7:129,18058630
0:0,18125560
0,18304355
272:272:272,18580896
0,17923514
400,18768500
511,18780053
0:0,18561037
272,18155271
96,18544556
0,18833950
432:432:436:415:0:0:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18445290
2:2,18490972
0:0,18885227
0:0,18708039
0:0:0:0:0:276:166:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:160:128:128:128:128:128:128:128:128:160:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,18449127
272,18092079
318,18227315
0,17884624
0:0:0:0:0:502:383:312:272:272:272:272:272:272:272,18826942
1,18142750
272,18740727
0:0:0:0,18118554
0,18411251
160,18676568
255:447,18821122
272:272:272:272:272:278:286:272:272:272:272:272:272:272:272:272,18269231
128:128:128:132:6:0:0:0:0:0:0:0,18508807
0:0:0:0:0:128:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18606220
0:0,17892915
0,18668882
438:272,18104976
0,18514066
511,18603382
166:0,18278806
0,17933401
0,18064972
38,18085867
135:0:0:0:0,18402266
511,18374787
15:0:0,18807650
15:0:0,18574298
128:132:128,18699957
272,18203585
438:2:2:14:0:0:2:2:2:2:2:2:2:0,18506172
0:0:0:0:0:0:511:1:1:143:97:463:286:272:272:400,17838612
0,18202121
260:166:4:14,18285432
500:432:432:432,18405402
0:0,17829316
302,18689493
272,18796156
8:0:32:0:0,18313690
0:0,18173963
511:511:503:0:0:511:6:0:0:0:0:0:0:0:0:0,18420136
1:39:1:1,17974884
0:0:406:406:406,18780398
0,18473194
423:14,18724039
511,18217012
280:272:272,18573859
64,18716761
272,18098228
131:131,18356748
272:272:414:272:272:278:286:272,18845689
273,18079289
0:8:0:32:1:1,17844525
0:0:0:0:0:0:0:0:0:0:0:4:134:128:128:128:128:128,18225518
0:0:0,18720523
0,18124150
0:0:0,18721818
0,18286535
511,18075694
53:15:169,18496300
40,18527319
0,18290191
0,18534086
0:0:0,18755461
0,18708261
0:0:0:0:0:294:278:256:256:256:256:256:256:256:256:256:256:256:256,18650072
0:0:0:0:0,18638726
128:128:128:128:128:128:174:0:0:0:0:0:0:0:0:0:0,18550105
433,18043259
408:400:319:110:32:468:294:384:256:256:256:256,18607486
0:0:0:4:0:0,17609111
0,17877003
167:167:167:167,17826502
0,18400757
0:0:0:0:0:0:39:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:0,18503086
0,18019144
0,18283119
0:0:0:0:0:0:511:432:432:432:432:432:432,18468905
0:0:0:0,18007841
0,18037778
132:128:128:135:0,18444005
438,18873480
400:447:0,18410225
12:6:47,18820577
0:0:0,17825287
1:1:7:0,17925470
0,18789086
416,18738567
0:0:0:0:0:0:0:0:0:0:0:388:174:0:0,18179507
0,18334169
0,17982786
0,18850975
224,18095148
0,17914910
0,18164926
0,18031671
239,18354525
0:0:0,17605161
1:33:7:37:445,18296686
1:4:0:0:0,18512533
0,18340832
0:0:0:388:384:422:502:416:496:496:416:496:496:496:112:112:112,18875405
32,18798521
0,17997567
0,18806635
0,18350369
0,18224893
0:4:6:4,18729851
0,18594801
0:0:0,18419504
0,17948508
0:0:0:0:0:0,18505307
8:0,18886599
0:8:0:0,18664402
406:383:336:470:502:438:134:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,18404826
136:128:128,18542396
4:41,18790809
0,17848226
0,17903256
0,18305085
128:128:134:128:128:128:135:129:129:129:129:129:129,18430958
256,18232886
6:0:0:0:0:0,18374464
4:0:96:324:100:324:166:0:0:0:0:0:0,18617831
0,18897566
511,18194577
0,18207703
0,18481266
0,18818573
0,18155091
0,17979341
432,17925340
400,18800057
38,17938692
0:0:0:0:134:175:36:0:0:0:0:0:0,18880089
0,18206019
0:32,18125944
32,17884729
406:400,18370409
8,17992422
0:0:0:0,17890860
0:4:142:0,18237409
6:0:0:0:0:0,17906276
287:14:0,18395676
6,18039321
6:0:0:0:0:0,18525741
0,18401960
0,18769552
0:375:167:129:129,17970804
191,18345823
8,17973580
0,18729503
8,17936525
511,18301837
272,18466286
471:278:503,17838370
0,18886440
0:0,18087799
0:0,18226249
0,18302862
256:256:256:256:256:502:342:32:256:256:256:256,18806776
0,18842763
0:0:0:0:0:0:39:33:33:1:1:1:1:1:1:33:0:0:6:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18713583
0,17898897
32,18381945
0:0:0:0:0:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18774302
272,18536124
1,18882170
0,18887427
0,18726415
318,18213852
0:0:0:0:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18275303
0,18695271
0,18449708
88:0,17808580
6:14:0,18789548
0,18283888
0,17909555
511,18188801
0,18500439
1:1:1:511:257,18203141
438:0:0,18603145
0,18168993
0:0,17603926
0,18482818
0,18807361
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18534733
6,18766405
423,18860952
272:272,18832340
511:439:439,18376121
160,18394602
0:0,18195581
0,18720200
0:0:0:0,17945062
0,18830752
129:510,18431596
0:0:0,18757855
0,18082559
0,18874251
415:407:13:0,17851565
0,18654469
0:260:0:0:0:0:272:256:256:256:256:256:256:256:256:256:256:256:272,18650782
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18345714
511,17838502
0,18056259
0,18687933
0,17958103
374:500:382:96:503:503:262,18721598
0,18305969
0,18272518
160:160:160:160:255:160:160:160,18143090
511:0,18121417
256:256:256:256:256:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18862202
0:260,18618052
406:272,18103607
0:0:0,18327573
0,18497082
502:510:502,18625470
0:0:166:129:133:102:0:0:0,18841522
238:238:238:174,17600093
0:8:0:0,18812067
0,17923395
0,18260574
0:0,18503964
0:0:0:0:1:0,17859675
0,18404470
0,18604185
384,18876790
0,18283129
385:129:129:406:414:0:256:406:0:0:22:438:31:0,17934337
511,17893635
0,18476436
0,18893463
257,18020707
272,17892413
511,18790485
0:0:7:1:1:1:1:511:511:0,18217648
0:0:0:0:0:134:38:32:32:32:32:32:32:32:32:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18750946
10:2:14:14:8:10:238:128:130:130:128:130:128:130:128:130:128:130:128:130:130:128:128,18520191
0,18007851
0,18690278
187,18173306
0,18202843
2,18353731
0,18172397
8:33:1,18577928
0,18854147
0:0:128:128:128:135:311:0:128:128:0:128:128:128:128:128:128:128:128:0:128:128:128:128:128:128:128:256:128:128:128:128:128:128:128:0:0:128:128:128:0:128:128:128:384:128,18500454
0:0:0:0:0:0:407:401:401:401:401:401:401:401:401:401,18552263
0:0:0:0:0:6:0,18007459
0,18881917
0,18465028
179,17837489
511,18611065
0,18677352
0,18422837
12,18063533
0,18414395
6,18807881
0,17916130
438:224:160:160:160:160,18562194
0:0,18879676
239:231,18671852
0,17907533
0:0,18294728
0,18175681
257:257:261:511:257,18179870
128:128:128:0:0:135:311:0:0:128,18734674
1:1,18373442
0,17891476
8:8:0,18552597
272:272:0:0,18432222
9,18346221
0,18764546
0,18484519
272,18348101
0,18011720
511:447:376,18443867
445,18798926
400:404:406:400,18410352
500,18677625
0,18011834
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18244090
401,18211050
0,18370902
0,18884001
0:0,18871732
0,18477931
0,18796307
0,18735538
0:0:0:0:0:7:255:0:0:0:0:0:0,18895072
0:0:0:0,17941901
353:399:446,18442711
135:128,18253876
