coding,jobid
8,17831454
502:438:438:432:432,18105218
0:0,18116522
0,18297587
0,18384663
0,18426797
0:0:142:0,18518118
0:0:0,17852544
400:400:400:287:0:0:127:304:400:400:400:400,18440733
0,18272309
0:0,17848851
257:261:6:0:0:0:0:500,18198900
511,18852841
272,18146126
160:160:32,18760220
0,18701015
0,18256852
0,18163066
0:0:0:0,18705698
15:129,18007164
511,18012042
0:0:0:0:0:0:0:0:6:0:0:0:0,18074190
0,18872783
128:511:0:500,18781080
96:102:96:102:96:98:102:96:102:96:102:96:96:102:96:102:96:96:102:96:102:96:102:96:96:102:96:102:96:102:96:98:102:96:102:96:102:96:96:102:96:102:96,18751847
0:0:0:0:0:0:39:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0,18334395
0:422:0,18345797
436:262:256:8:0:0:127:272:272:272:272:272:272:272:272,18533605
0:0,18322869
256:256:256:32:256:256:256:256:256:256,17888859
0,18145632
0,18601440
0,18009939
0,18719976
9,17992476
0:0:0:0:0:0:0,17840601
0:0:0:0:0:0:278:256:256:256:256:256:256:256:256:256:256:256:256,18625234
0:0:447:511:511:511,18642346
0,17970940
0:0,18350928
14:130:131:130:130:131,18700002
272,18010471
0:0,18105496
0,18565007
0,18274775
0,17881736
0,17987242
478:342:279,18554188
0:0,18780415
0,18126894
0:0,18177910
239:227,18353875
310:368:470,18616174
0,18209170
374:368:0,18574548
0,18130868
0,18190258
0:0,18371711
257,18434609
2:2:6:2,18513175
0:0:0:0:38:0,17902751
511:511:337,18417255
227,18311961
416,18125029
256:256:256:256:32:256:256:256:256:256:256:262:311:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:256,18009773
0:32,18521371
0:0:0:0,18460852
131:129,18106635
0:0:0,18606448
0,18195165
0,18555397
261:511:1:1:1,18268977
511,18820055
239,18418620
400:400:400:400:400:414,18524840
0,17813726
0:0:0:0:0:388:174:0:0:0:0:0:0:0:128,18250074
8:0,18086142
0,18467083
128:128:6:0:0:0:127:272:272:272:272:272:272,18526269
0:0:0:0,17811955
0,18672214
0:0,18287328
278,18145907
0:0:0:0:0:310:358:0:0:0:0:0:0:0:256,18280828
102:96:102:102:96:98:102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:102:96:96,18295970
167,18722098
272,18036539
0:0:0:0:0:0:0:0:0:0:0:0,18702304
433,17979378
0,18186782
0,18226245
502:511:511:511:502,18618310
0:0,18173632
0,18311607
0,17886717
503:502:166:162,17956061
0,17916861
6:23:263:279:7:4:278:166:134:166:166:0:95:0,17910129
0:0:0:0:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18275311
401:278:272:422:6:502:422:388:438:422:422:128,17947402
0,18462797
0:0,17845607
160:0:0:0:160:160:102:32:0:0:0:160:160:0:0:0:160:160:0:0:0:0:160:0:0:0:0:160:160:0:0:0:160,18271541
56:0:0,18512933
336:336,18407560
0:40:32:0,18780644
0:0:0:0,18694655
511,18423574
8:0,18263484
0,18476875
160,18167203
24:6:0:0,18091339
511:108:0,18308252
239:166,18664317
438:406:400:400,18421275
0,18720457
0,18539387
0,17894417
0,17979236
1:0,18897729
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18359045
8:0:0,18272129
0,18081861
0,18110690
0:0:0:0,18783879
0,18346258
6:375:110:324:38:294:503,18654854
0,17933330
0:0:510:272,18184677
0,17927107
0,18732625
0:0:0:0:0:388:174:0:0:0:0:0:0:0:0:0,18604077
0,18421191
0:0,17601318
15:0,18139137
192:192:192:192:192:192:192:486:0:0:134:0:228:192:192:192:192:192:192:192:192:192:192,17868426
0,18774611
96:374:336:336:336,18715231
0,18013876
511:447:432:438:447:502:406:447:438:438:439:6:0:0:0:0:0:0:0:0:0:0:0:0:0,18151321
272:319:6:0,18386956
0,18031336
0:0,18042082
1:1:5:511:257,18142532
0:63:447:257,18836902
0,17905435
0,17857467
0:0:142:0,18835876
0,18271188
0,18208089
0:0:0:8:0,18411975
0:0:0:0:0:0:0:0:0:0:0:0:31:0,18046379
0,18849724
502:432:432:432:445:167:390:134:135:423:439:129:174:0:0:0:128,18196238
0,17954526
0:0:0:447:511:255:7:1,18683666
0:0:96:0,18403670
0,18215446
162:432:434:438:439:161:161:167:161:175:231:439:166:160:162:160:162:160:162:160:162:160:162:160:162:160:162:160,17847372
0:0,18832418
6:0:0:0:0:0,18445614
272:272:382:96,17851397
0,18050407
364:447:447,18480199
1:33,17943709
0:0:0:0:0:0:0:0:0:0:0:388:238:0:0:0:0,18127340
0,18845349
0,18739518
0,18260492
0,18417636
368,17971397
0,18333294
1:0:111:1,17879039
0:0,18253703
422:430:446:422:430:502:230:384:384:384:384:384:384:384:384:384:384:384:384:384:384,18888408
0,18319294
129,18107370
6,18556312
374:320:256:262:262:262:383:272:272:272:272:272:272,18576923
0,18519522
0,18412701
2:14:0:40,18532010
511,18465744
0:0:0:0:0:0:0:0:0:0:0:388:174:0:0,18179140
0:0:0:0:174:294:6:0,18701510
6:0,18156336
0:272:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18248594
34:226:160:160:160,18629533
0:0:0,18665741
0:0:0:0:0,18728112
8,18525412
0,18204348
272,18347740
8,17981735
0,18499430
0,18782262
0,18597049
511,18264246
0,18000921
0:0:14:369,18304477
239:235,18669430
0,18197768
256,17988510
0,17922298
0:0:0:0:6,18551699
0,18311081
0,18626768
0,18701772
111:6,18439111
0:0,18651723
0,17898603
0,17832799
160,18803214
0,18050314
135:129,18128028
167,18370546
0,18708863
0:0:1:4,18475540
272:272,18406290
1:1:5,18737189
0,17962722
0,18526174
0,17978011
0,18789147
0,17949351
511:511:511,18512971
0,18000560
0,18240895
511:511:502,18521280
12:0:0:0:278:0:175:128:128,18723650
129,17988645
0,18684233
460:174:46:1,18379151
471,18164569
0,18481701
272,18621274
319:6:0:8:0:40:174:0:0:0:0:0:0:0:0:128,18732402
191:239:239:239:511:511:511:511:511:511:511:511:511:511:511:511:511:511,18776745
0:131:131,18532654
0,18338540
257:289,18332593
0:128:0:0:128:407:311:304:32:432:0:0:128:0:128:0:0:128:0:128:0:0:128:0:128:0:128:0:0:128:0:128:0:128:0:128:0:128:0:128:0:128:0:128:0,18535525
496:496:502:432:432:436:432,18053517
0,18488898
447:511:511:503:433:437:511:487:359:257:277:6:0:0:0:0:0,18060535
0:0:0:0:0,17839533
503:280:400:110:0:388:127:31:31:95:31:31:95:31:31:95:31:31:95:31:31:31:95:31:95:31:31:31:95:31:95:95:95:95:95:95:95:351:95:95:95,18493506
0:0:0:0,18241221
0:0:0:8:0:0:102:500:96:374:96:370:374:304:374:304:374:304:374:304:374:304:374:368:374:368:374:368:374:368:374:368:374:368:374:352:374:352:374:352:374:352:374:352:374,18872860
0:384:0:6:116,18823620
0,18039528
385:385:385,18281922
0,18594170
511,18645931
39,18237341
278:292:38:318:294:319:278:272:432:272:272:272:401:0,18857094
0,18037811
166:160,18815606
0,18207075
0,18555148
47,18630973
0,17949259
0,18604555
0,18536340
0,18206911
0:0:0:0:0:0:0,17810062
0,18036552
6:0:0,18142688
407:128,18263829
336:336:128,18602665
0,18479621
80,18407964
272,18193730
134:400:500:468:230:324:166:160:128:160:128:128:160:128:160:128:128:128:128:128:160:128:128:128:160:128:160:128:128:128:128:160:128:160:0,18391308
96:260:96:260:96:260:279:471:503,18411506
0,18308978
0,18610975
0:0:0:0:0:0:6,18641725
324:230,18438917
0,17606173
0,17911170
160,18449984
0,18735247
272:272,18172867
0:0:0,18006250
336,18578864
166,17870403
0:0:0,18372325
432,18022694
445,18063763
32,18646449
160,18140108
0,18585988
0,18617212
0:32,18580269
0,18288498
160:160:160,18123953
32,18467856
0,17881738
4,18651935
254:255:255:0:0:0:0:0:0,18193795
0:0,18764738
8:0:0:8:8,17999217
439:407:278:511:102,18505019
511,17993629
257,18053446
0,18582993
32,18638328
134:128,18268529
447:503,18439739
0,18530001
0,18235794
0,17909650
0:511:1:1:1,18439443
6:104,18533297
32,18234388
0,18612545
0:0:44:1,18379147
0,18181182
0:0:14:368,18785275
32,18386599
0,18687170
0,18810448
0:0:4,17861940
0,18326980
0:0:0:0:0:276:134:0:0,18864303
511,17851892
0:0:0:102:0,17861624
400:406:447:447,18347347
0:0:0:0:0:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18843825
511:55:1:1:1,18153350
511,18424941
0,18373362
0:0,17864111
400,18100660
0,18035094
511,18613504
432,17972732
46:0,18678548
0,17602841
0,18198223
272,18801180
0,18738489
128:128:128:128:128:430:358:96:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0,18820994
0,18709605
32,18419227
0,18475275
1,18059889
0:0:0,18621130
96:64:64,18516136
0,18233520
0:32:128,18588664
272:438,18398401
0,18834742
0,18103728
128,17969852
0,18404843
257:511:191:257:257,18249554
0:0,18179414
0,18096108
12:0:0,18379055
0,18662111
511,18619898
128:128:128:128:128:128:128:128:128:128:128:134:38:32:32:32:32:32:32:32:32:32:128:128:128:128:128:128:128:128:128:0,18204585
511,17853364
0,18008952
0,18044237
128,18667580
0,18311312
0:0:0,18712153
510:446,18741326
0:0,18515000
0,18736538
15:0,18085775
0,17912511
511,17836547
46:0:14:358:324:0:39:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18418482
511,18795887
0,18134353
0,18309394
0:0,18818429
8,18580819
0,18378034
128,18636778
0,18762951
0,18809620
0,17880789
0,18197663
135:129,18107554
129,17872762
0:6:0:0:0,18780269
272,18417852
0:0:129,18406526
0,18168984
0:0,18392140
272:272:272:272:272,18162895
384:384:384:384:422:384:384:384,17907420
0,18658664
510:404,18428146
8:0,18751670
0,18593465
1:39:1:1,18048542
272,18298285
0,18000686
0:0,17604059
129:14:0:1,17949658
0,17876299
310:272:278:6:255:191:160:166:438:438:135:135:174:0:0:0,18183746
0,18001586
160,18428338
257:257:511:295:257,17982592
109,18047401
0:0:0:0:0:0:0:0:0:0:0:128:36:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18035494
400:400:406:400,18354962
0,18488409
272,18256463
434:445,18387611
0,18210634
0,18221223
0,18715125
372:0,18369945
128:128:128,18006248
0,18757974
1,18238028
0:0:0:0:39:187,18145181
129,17810934
256,18545009
8:32:46:0,18273351
128:132:230:0,18425570
511,18680326
0:0:0:0,17814626
0,18419650
510:496,18439740
64:64:64:64:64,18447681
164:160:160:160:160:160:160:160:160:160:160:6:0:0:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18167651
313,17976618
6:0,18165062
0:0:0:0:0:0,18619717
0:0,18507930
0,18469842
0,18232571
400:400:406:503:400,18065688
239,18408783
257:257:257:511:311,18215235
0:0:0:0:0:132:6:0:0:0:0:0:0:0:0:0:0,18833655
0,18803023
4:0:0:0:0:0,18523896
0,18687175
0:8:40,18786077
236:0,18518764
0,17973563
32,18562512
0,18653564
438:436,18508742
239,18356328
160:164,18130508
366,18673234
0:0:278:2:2:0,18406004
400:432:400:400:400,18605960
8,18728976
191,18593617
135:129,18130186
272:272:286:272:272:304:262,18477764
0:0:0,18030907
166:0,18147464
0:0,18839469
0,18527341
0,18110447
0,18144448
32,18714907
0:0:0,18287915
0,17914512
0:0:0:0:0:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18844922
0,18414350
0:0,18277697
64:64,18499731
0,18449847
0,18284164
128:136:128,18490378
0,18774056
239:253,18418764
0,17925025
0:0:255:191:1,17961525
0:0:0:0,18432556
204,17604540
128,18047071
385:385:385:385:385:407:385,17802768
464:464:388:382:496,18716840
0,18112559
0,17606892
191:1,18041706
0:0:0,17835916
0:0:0:0:0:0:0,18197061
0,17974273
0,18220969
0,18368888
160:166:0:0:0:0:0:0:0:0:0:175:6:0:0:0:0:0:0:0:0:0:0:0:0,18170937
128:128:128:128:128:390:143:128:128,18697219
0:0:0,18725456
0,18501960
128:128:128:128:128,18817030
400:400:400:400:400:438:400,17863621
0,18210539
130:130:128,18669454
88:0,18331454
4:0,18400045
0,18047568
511,18056493
325:438,18557799
128,18042733
0,17858249
272,17937986
138:167:166:238:128:436:166:130:128:130:128:130:128:130:130:128:130:128:130:128:130:128,18522598
446:272:272:272:272:278:286:272:272:272:272:272:272:272:272:272:272:272,18812480
0:0,18097177
511:406:400:287:0,18588725
130:130:130:130:130:128:134:128:128:128:128:128:128:128:128:128:128,18767818
112:0,18349200
0,17865931
166:128:401:439:439:0,17904122
0:0,18830240
120:0,18625483
1:1:1:1:511,18031794
0,18686290
8:0:0,18439317
0,18650075
0,18675013
0,18108523
0,18787454
0,18761609
0:0:0:262:256:384:262:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:0:0:0,18438077
0:0,18180891
302,18218554
256:256:256:256:256:256:278:256:256:256:256:256:0:256:256:256:256:256:256,18650576
0:0:0:0:0:14:0:0,18001792
278,18125477
0,18674743
128,18795541
272:272:272:272:272:278:286:272:272:272,18598832
430:310:310:310:6:0:272:256:256:256:256:256:256:256:256:256:256:256:256,18554330
501,17850410
0:0:0:0,18668907
0,18035186
0,17898247
0,18370798
272:279:38,18418499
324:374:336,18600007
0:0,17920126
0:0,18773072
0,18844146
32,18739252
0:304,18776193
0:0,18592993
0,18518205
0,18011795
166:160,18849703
0:0:0:0:0:0,17859915
0:0,18069911
2:14:0:2:2:2:6:2:2:2,18546759
0,18847642
129:129:129,18832453
332:510:0,18558052
0:368:0:32:0:272,18453121
0:0,18173678
0,18601449
9:1:7:1:1:1:6:0:0:0:0:0:0:0:0:0,18261365
272,18264251
447:439:433:433:433:433:433:433:433:433:438:270:31,18223741
0,18522971
0:0:0:0:0:0,18623519
0,18224220
8:0:0,18518640
511,17907512
471:401,18276663
368:336:272,18711508
0,18094870
128:128:0,18436111
128,18709606
161,18592959
0:0:0,18567386
111:326:377,18721268
102:32:102:36:44:102:38:32:102:32:32:175:414:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,17864972
0,18097481
1:1:1:511:511:166:255,17889294
0:0:239,17914816
5:511:255:255:0:404:255:304:272:272:272:272:272:272:272,18521336
0:0,17906626
0:0,18711679
0,18546008
4:0:166:255:0:0:174:0:0:0:0:0:0:0:0:128,18289926
0,18198610
14,18103912
33,17974280
32,17963299
0,18893746
511,18539288
0:0:0:0:0:0:0:0,17988058
102,18569670
0,18590764
0,18231862
0:0:0:0:0:0:6:0:0:0:0:0:0:0:0,18824149
0:0:0,18046842
286:8:32:0:400:166:32:32:32:32:32:32:32:32:32:32:0:128:128:128:128:128:128:128:128:128:128:128,18457153
0:0:0:0,18671040
272,18789173
0,18032821
37:0:0:0:0:405:191,17974904
8:0:4:384,17837105
0:96:0,18522213
0,18335017
0,18545223
272:286:30:0,18845397
8,18758526
0:0:1:0:4:0:370:368:368,18825962
0,17938558
0,17876308
32,17827583
384:0:0:0:0:0:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162:162,18350696
129,17877352
0:0:0:0:0:0:0:0:0:0:0:0:4:0:0:0:0,18074661
401:439:511,18497871
0:0,18429776
8,18824209
0,17831518
0,18441991
2:14:0,18523846
401,18130863
0:0,18348003
40:0,18002450
502:160:160:160:160:432:503,18640965
0:6:272:262:4:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18620015
0:0:0:0:0:0:272:256:256:256:256:256:256:256:256:256:256:256:256,18554447
0:0:0:12:96:404:175:128:128,18697595
0,17602434
496,18168464
0:0:14:0,18737133
0,18195507
0,18673599
0,18298473
0:0,18167016
0:280,18274432
46,18063793
0:0:0,18761780
0,17810889
415:102:380:376,18416963
502:224:417:417:161:161,18558182
511,18117008
414:446:511:511:166:0,18394051
0,17868699
0,17953312
0,17915175
128:128,18720229
164,18120709
384:384,18124623
0,18731564
174,18689902
256:382:0,18664075
88,18666311
0,18462678
0:8,17814826
0:0,18195727
0:0:0:0,18588126
129:129:143:167,18005136
16,18767434
384:384:384:384:422:384:384:384,17841219
0,18536024
239,18356411
0,18467585
447,18088143
286,18162812
0,18291827
0:0,17839683
8:0,18605093
0,18728879
0,18330198
0,18333469
272:272,18163189
277:401,18103627
0,18283625
0,18218129
128:128:128:128:128,18061553
140:1,17959765
129:129,18104424
32:0:0:0:0:0,18696054
294,18228727
0:0,17864268
0,18050743
0,18115464
8:8:40,18430164
31,18164574
6:496:0,18572516
0,18503059
0,17954582
272:272:272:287,18536158
166:0:0,18827425
7:161:129:0,18890186
135:175:511:511:167:167:135:511:143,18114667
0:0,17933511
511,17853340
272,18466563
0,18809195
128,18823952
0:0,18813928
272:272:272:272:272,18780128
368,18757026
446:446,18353208
256:256:262:256,18813182
0:238:64:446:96:388:191:128:128,18698059
1:4:6:0,18773973
0:0:0:0:0,18506252
0:8:0:8,18360595
0,17984179
0,18640706
0:0:230:0,18895493
0,17902644
511:511:166:0:160,18401735
128:128:128:128:128:390:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18839209
502,18267487
318,18238141
0,18666298
0,18771144
0,18635661
272,18684045
0,18226553
0,17826999
287:272:272:272:272:272,18351454
0,18744724
0:0,18025604
7,18548792
0:0:0:0,18727740
272:272:272:272:272:272:272:272:272:272:272:278:286:272:272:272,18106165
0:6:6:0,18780337
0:0,18083624
0:0:0,18781433
0,18026675
0:0:0:0:0:0:0,17985076
256,18462141
368,18547980
0,18584844
0,18150698
0,18787541
0,18793034
0,18249015
0:0,18123673
129,18408395
0,18204570
0,18272667
0:0,17982274
511,18418098
160,18843340
0,18083368
0,18741993
278:274,18405825
160,18615359
0,17972992
0:0:0:0:0:7:255:0:0:0:0:0:0,18849068
0:46:0:1,18803386
128,17970240
272:272:272:38:6:0:262:256:256:256:256:256:256:400:256:256:256:256:256:256:256:256:400:256:256,18689543
0,18025975
175:511:38:134,18223057
0:0,18772993
0,18641720
0,18735469
0:0,17955810
1,17899974
0,18047299
336,18720417
0,18473690
0,18783508
39:129,18387403
318,18149502
47:6:0:0:0:0:310:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18409040
0,17899252
0:0:0:0:0,18044417
0:0:0:0:0,18704646
265:257:191:110:38,18888839
287:46:96:260:0,18755678
272:272,18042447
0,18557791
272,17991754
0:0:0:63:511,18444733
2:2,18547710
129:135:39:1,18885357
0,18217839
8,18810711
0:0:0:0:166:231:95:432:432:432:432,18472071
160,18342838
511,18376452
0,17972432
0:0:0:0:0,17840224
385,18896638
0,18283317
0,18865154
0:108:383:255:40,18421588
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:256,18554124
0,18687061
38,18897846
415,18253845
438:128:128:128:128:128:0:128:128:128:128:128:128,18361455
0,18777945
325:511:383,18585330
376:368,17873202
0:0:0,17822801
384:384,18437921
0,17861349
0:8,18278701
160,18819822
0:174:0:0,18232196
46:108:0,18676454
511,18769920
0:0:0:0:0:135:375:0:0:0:0:0,18762243
135:129,18895726
8,18488977
6:0:0,18153472
0,18121764
0,18670099
160:134:32:0:480:471,18317980
0,18686804
0,18404338
0,18328068
0,18242816
0,18282076
0,18044992
128,18495702
0,17990697
0,17899373
0,18745793
0:0,18330469
0,18838297
257:257,18301050
8,17981292
24:4:0,18281367
0:0:0:0,17883946
0,17813485
1:4,18815024
0,17885039
0,18026344
0:0:142:0,17940748
128:128:128:128:128:390:175:128:128,18703512
0,18010622
0:8:0:40,18809425
14:0:0:36:96:388:6:2:2,18519776
0,18652212
6:0:0:0:0:0,17960021
320:0:406:400,18404841
0:0,18195849
0,18686140
0,18528096
8,17992502
257:447:191:0,18891945
1:1:1:511:511:255:7:1,18317561
0,18096927
0,18524322
0,18045006
447:510:324:511:0:404:7:1:1:1:5:511:164:190,18415418
1,18031574
8,18302853
414,18710099
0:0:0:0:8:511:175:128:128,18792775
0:0,18013020
0,17897571
310,18861423
0:0:0,18518658
400:401,18486097
0,18255274
0,18009573
511:511:511:503:511:511:511,18204035
0:0,18674507
438:438:438:438:502:447:502:376:502:103:167:167:95:0,18124448
0,17878927
280:511:502:272,18786918
0:0,18794111
511,18810797
0:1,18278424
0:0:0:0:0:0:0,17977552
160,18830829
109:385:7:135:135:129:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18883617
0,18687756
4:6:191:191:257,18082170
262:256:256:296,18809000
438:400:438:436:438:436:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18766495
0:401:400:400:400,18053726
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:272,18562267
0,18131784
0:0:0:0:0:0:0:0:0:0:0:0:4:0:0:0:0,18033074
0,17894859
0,18787372
0,18228422
0:0:0,18032595
511,18779227
273,18100248
432,17838532
160,18809632
0:255:1,18368538
8:8:0:0,18246458
0,18714965
368,18039473
162:160:166:0,18863114
1:1:1:135:1:1:1,17852263
1:255:319:1:1,18861183
0:0:0:102:6:0,18490297
239:175:129,18889450
0:0,18274948
257:257:511:1:1,18048522
0,18861322
0,18052875
0,18637296
0:0,18124186
160:160:160:0:164:502:374:160:160:160:160:0:160:0,18863924
0:0:0,17935843
511:6,17602858
511:4:0:0,17839210
0,18169305
160,18670145
447:175:0:174:167:1:0,17950048
438:511:471:471,18406846
0,18177592
0,17969903
272:272:272:272:272:278:286:272:272:272:272:272:272:272:272:272:272,18297126
407:471:407:401,18444344
32,18549862
400:406:400:390:384,18736837
0:0:142:0,17971621
400:400:406:400,18428587
0,18502844
0,17999888
511,18402219
0:0:0:0:0:0,17841137
0:0:0:0:0:38:160:160:160:160:160:160:160:160,18721500
0,18418150
0,17921713
0,18650425
0,18551434
96,18500305
0,18210807
270:399:265:257:257:502:384,17982533
2:0,18512803
400:438,18767599
511:134:6:166:166:6:166:0,17993193
128,18210662
32,18590946
0,18386823
128,18185332
239,18671934
0,18316734
0,18234600
0,18464667
368:368:368:374:368:368:368:368:368,17843233
0,18264706
0,18283500
128,18838184
335:135:163,18668120
0,18503969
0,18477490
0:0:0,18074920
100,18807818
0,18585937
0,18826785
0,18843065
0,18681646
0,18854768
32:32:32:32:32,18881489
1:39:1:1,18054656
1,18001993
0,18390885
100:324,18359158
0:0,18291420
511,18310150
8,18709992
0,18190033
135:0:134:0:166:0:510:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,18533178
0,18741625
128,18206213
0,18232952
167:1,18876153
0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18812906
0,17909587
0:0:1:238:64,18562523
0,18861132
41:0,18786081
0:0:0,18468655
32:40:32,18623317
272,18151839
0:134,18833392
511,17606111
511:503,18741348
511:32,18199580
1:39:1:1,18059200
440:410:433,18456094
0,18664360
254,18407102
135:131:131:447:227:389:166:130:130:130:128,18605831
0:0:8:0,18636995
0,17810886
0,18680981
310,18225775
8:0:0:0:98:98:352,17601191
0:0,18530754
191:39:134:131,18271103
0,18026180
0:0:0:0:0,18823851
272,18002982
100:0,18328876
0,18725580
0,18202368
263:263:257:261:0,18504709
112,18526352
0,18243857
0,18139577
46,17995230
502,18895899
0,18638034
272,18034558
0,18723217
0,18524676
40:0,18373319
0:0:0:0:0,17998028
8,18126518
0,18875403
0:0:6:272,18805104
0,18185356
47:0:0:0:0:0,18466007
0,18319328
0,18796323
503:503:503:39:0:129:7:1:1,18896493
0:0:32:0:0:0:6:0:0:0:0:0:0:0:0:0:0,18622239
0:272:96:324:96:324:511,18559629
277,18843305
0:0,17855317
0:0:142:0,18836992
160,18059931
272,18486285
0,18133025
432:0,18032552
0:4:0,18522556
0,17829147
0,18159913
0:0:0:0:503:128:128,17889267
0,18012181
0:0:0:6:7,18501331
1:1,18178775
0,17965718
400:400:400:400:400:287:127:400:400:400:400,18774205
0:0:0,18405298
128,18323131
0,18216834
384:384:384:384:384:502:374:384:128:384:384:384:384:384,18250586
2:2:2:2,18546423
1:1:15:0:0:32:129,17872938
128,17925316
0,17910329
187,18100181
6:6:6:0:6:167:96,17953384
0,17934856
0,18845089
0,18489308
272:272:272:272:272:272:272:272:272:272:272:279:319:272:272:272:272:272:272:272:272,17983510
0,18181861
511:503:273,18785393
0:0:0:0:0:0:272:256:256:256:256:256:256:256:256:256:256:256:256,18625317
0:0:0:0:0:260:174:0:0:0,18870050
0,18264673
0,18010656
0,18755889
96,18754820
8,18554700
0,18759012
38:166:38:38:38:38:47,18544952
0,18106824
400,18026479
0,18330189
0,17842723
0,18215160
511:319:511:257,18032012
255:160,18668911
0,18467517
272:278:272:272:278:502:509,17828996
0,18411217
64:72:0,18363539
0,18208033
0,18660023
0:128:128:128:6:388:422:447:447:447:309:319:319:319:400:319,18839563
0:0:0:239:239,18678043
0,17904278
479:286:286:407:503,17905976
0,18279807
0,17949004
0,17949905
0,18324776
6:0,18122985
0:0:0:0:0:6:14:0:0:0:0:0:0:0:0:0:0,18636406
0,18454985
166,18153400
0,18502920
406:438:406:406:406:406:479:438:276:406:400:407:166:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160,17889416
284:511:511:511:511:495:166:0:0:0:0:0:0:0:0,18416811
406:400,18383629
0:0:0:0:4:0,17600121
0:0:0:0,17932709
0:0:32,18495701
0,18390280
0,18678703
0,18317418
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18323539
400:400:400:400:400:422:406,18749388
318,18228058
1:1:39:1,18894560
509:96:0,18455827
0:6:0:0,18471314
0,18011522
7:129,18885851
272,18580926
272,18536064
0,17946114
0:0:0:0:0:388:174:128:0:0:0:0:0:0:0:0:0,18833844
0,18050505
272,18206879
430:238:166,18666284
0,18694284
0,18719155
0,18670719
0,18885854
0,17960518
0,18101334
1,18632345
511,18874610
0,18481248
0,18814155
273:273:273:273:273:287:287:273,18515403
175:166:166:166:166:166:6:0:0:0:0:0:0,18800140
0,18070096
0,17823032
0,17946999
0,18514540
192:192:192:192:192:503:230:0:0:0:0:32:0:0:0:0:32:0:128,18598405
0,17872733
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0,18431744
0,18443312
0,18224790
0,18616124
239,18788628
0,17605510
0,18736447
0,17936051
0,18873047
128:128:128:388:128:420:175:128:128,18720839
0:0:0:0:0:0:0:160:160:160:160:160:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18082731
6:0,18153494
32,18421228
260,18235179
0,18801751
273:272:0:0,17602556
0,18701827
0,18104133
0,18036199
0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18265239
0:32,18173954
0,17935384
0:0:0,17605044
0,17961090
0,18424971
256,18851576
0,18621533
